name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
INJURED SEWER OOZE,0,#10: The Broken Scales,1,"motion sense 60 feet, no vision",Common,Neutral,Medium,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,2,-5,4,-5,0,-5,,,,,,,,,,,,,,-1,,,25,6,7,-1,1,"acid, critical hits, mental, precision, unconscious, visual",,,10 feet,"Melee pseudopod +8, Damage 1d4+2 bludgeoning plus 1d4 acid",,,,,,,,,,,,
AMOEBA SWARM,1,Bestiary 2,3,"motion sense 60 feet, no vision",Common,Neutral,Large,Amphibious,Mindless,Ooze,Swarm,,,,,,,,,,,,,,,,,,,0,-2,3,-5,0,-5,,,,,,,,,,,,,,1,,,35,9,8,1,3,"acid, critical hits, mental, precision, unconscious, visual","slashing 4, piercing 4","area 3, fire 3, splash damage 3","5 feet, climb 5 feet, swim 10 feet",,,,,,,,,,,,,
GIANT AMOEBA,1,Bestiary 2,4,"motion sense 60 feet, no vision",Common,Neutral,Small,Amphibious,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,3,-2,2,-5,0,-5,,,6,,,,,,,,,,,3,,,45,8,7,3,5,"acid, critical hits, mental, precision, unconscious, visual",,slashing 5,"10 feet, climb 10 feet, swim 10 feet","Melee pseudopod +8, Damage 1d6 acid plus Grab",,,,,,,,,,,,
SEWER OOZE,1,Bestiary,3,"motion sense 60 feet, no vision",Common,Neutral,Medium,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,2,-5,4,-5,0,-5,,,,,,,,,,,,,,1,,,40,8,9,1,3,"acid, critical hits, mental, precision, unconscious, visual",,,10 feet,Melee pseudopod +9; Damage 1d6+1 bludgeoning plus 1d4 acid,,,,,,,,,,,,
SLIME MOLD,2,Bestiary 2,6,"motion sense 60 feet, no vision",Common,Neutral,Large,Fungus,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,3,0,5,-5,0,-5,,,7,,,,,,,,,,,6,,,60,12,11,3,4,"critical hits, mental, precision, unconscious, visual",,,"10 feet, climb 10 feet","Melee pseudopod +8, Damage 1d8+3 bludgeoning plus slime rot",,,,,,,,,,,,
GELATINOUS CUBE,3,Bestiary,5,"motion sense 60 feet, no vision",Common,Neutral,Large,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,4,-5,5,-5,0,-5,,,11,,,,,,,,,,,,,,90,10,12,0,5,"acid, critical hits, mental, precision, unconscious, visual",electricity 5,,15 feet,"Melee cube face +11, Damage 1d6 acid plus paralysis",,,,,,,,,,,,
BLOOD OOZE,4,The Fall of Plaguestone,8,,Common,Neutral,Large,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,5,-4,5,-5,0,-5,,,13,,,,,,,,,,,4,,,90,12,15,6,6,"critical hits, mental, precision, unconscious, visual",,,"10 feet, climb 10 feet","Melee pseudopod +15 (reach 10 feet), Damage 1d12+8 bludgeoning plus 1d6 persistent bleed",,,,,,,,,,"Clot ; Trigger The blood ooze is damaged by piercing or slashing attack. Effect The blood ooze forms a clot around the wound, reducing the damage taken by 5 (to a minimum of 0).",,
GRAY OOZE,4,Bestiary 2,8,"motion sense 60 feet, no vision",Common,Neutral,Medium,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,5,2,4,-5,0,-5,,,11,,,,,,,,,,,10,,,60,14,12,10,8,"acid, critical hits, mental, precision, unconscious, visual","slashing 5, piercing 5",,"10 feet, climb 10 feet","Melee pseudopod +13 (agile), Damage 1d6+5 bludgeoning plus 1d6 acid and Grab",,,,,,,,,,,,
LUMINOUS OOZE,4,Extinction Curse - 01 - The Show Must Go On,6,"motion sense 60 feet, no vision",Common,Neutral,Small,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,3,-5,3,-5,0,1,,,11,,,,,,,,,,,,,,80,11,11,3,6,"critical hits, electricity, mental, precision, unconscious, visual",,,"25 feet, climb 15 feet","Melee pseudopod +13, Damage 2d8+5 bludgeoning",,,,,,,,,,,,
PROTOTYPE VAULTBREAKER OOZE,5,Agents of Edgewatch - 02 - Sixty Feet Under,8,treasure sense (imprecise) 30 feet,Uncommon,Neutral,Large,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,4,2,7,-5,0,-5,,,,,,,,,,,,,,,,15,130,11,15,8,6,"acid, critical hits, mental, precision, unconscious, visual",,,"20 feet, climb 10 feet","Melee pseudopod +15, Damage 1d8+6 bludgeoning plus 2d6-4 acid",,,,,,,,,,"Metallify (manipulate, polymorph, transmutation) Trigger A creature Strikes the vaultbreaker ooze; Effect The oozees outer plasm hardens into a protective shell of precious metals. Until the start of its next turn, it gains resistance 5 to physical damage (except adamantine), it has a -5-foot penalty to its Speed, and its pseudopod Strikes gain the versatile S or P weapon trait.",,
OCHRE JELLY,5,Bestiary,7,"motion sense 60 feet, no vision",Common,Neutral,Large,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,4,-5,6,-5,0,-5,,,13,,,,,,,,,,,,,,150,12,15,4,7,"acid, critical hits, electricity, mental, piercing, precision, slashing, unconscious, visual",,,"15 feet, climb 10 feet","Melee pseudopod +15, Damage 1d8+7 bludgeoning plus 2d4 acid and Grab",,,,,,,,,,,,
VAULTBREAKER OOZE,6,Agents of Edgewatch - 02 - Sixty Feet Under,10,treasure sense (imprecise) 30 feet,Uncommon,Neutral,Large,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,4,2,7,-5,0,-5,,,,,,,,,,,,,,,,17,150,13,17,10,8,"acid, critical hits, mental, precision, unconscious, visual",,,"20 feet, climb 10 feet","Melee pseudopod +17, Damage 1d8+8 bludgeoning plus 2d6 acid",,,,,,,,,,"Metallify (manipulate, polymorph, transmutation) Trigger A creature Strikes the vaultbreaker ooze; Effect The oozees outer plasm hardens into a protective shell of precious metals. Until the start of its next turn, it gains resistance 5 to physical damage (except adamantine), it has a -5-foot penalty to its Speed, and its pseudopod Strikes gain the versatile S or P weapon trait.",,
VERDUROUS OOZE,6,Bestiary 2,8,"motion sense 60 feet, no vision",Common,Neutral,Medium,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,5,-4,5,-5,0,-5,,,15,,,,,,,,,,,4,,,157,12,17,8,10,"acid, critical hits, mental, piercing, precision, slashing, unconscious, visual",,,15 feet,"Melee pseudopod +15, Damage 2d6+7 bludgeoning plus 1d6 acid and Grab",,,,,,,,,,,,
BLACK PUDDING,7,Bestiary,9,"motion sense 60 feet, no vision",Common,Neutral,Huge,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,7,-5,7,-5,0,-5,,,18,,,,,,,,,,,,,,165,14,18,6,11,"acid, critical hits, mental, piercing, precision, slashing, unconscious, visual",,,"20 feet, climb 20 feet; suction","Melee pseudopod +18 (reach 10 feet), Damage 2d8+7 bludgeoning plus 2d6 acid, corrosive touch, and Grab",,,,,,,,,,,,
FUMING SLUDGE,7,The Slithering,11,"chemical sense 60 feet, no vision",Uncommon,Neutral,Medium,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,6,-3,5,-5,0,-5,,,19,,,,,,,,,,,,,,160,16,18,8,11,"critical hits, fire, mental, piercing, precision, slashing, unconscious, visual",,cold 5,"20 feet, climb 20 feet","Melee pseudopod +17, Damage 2d10+6 bludgeoning plus 1d8 persistent fire and Grab","Ranged ejected glob +17 (brutal, range increment 20 feet), Damage 3d6+6 bludgeoning plus 1d8 persistent fire and cooling glob",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
VISCOUS BLACK PUDDING,7,Abomination Vaults - 02 - Hands of the Devil,9,"motion sense 60 feet, no vision",Common,Neutral,Huge,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,7,-5,7,-5,0,-5,,,18,,,,,,,,,,,,,,165,14,18,6,11,"acid, critical hits, mental, piercing, precision, slashing, unconscious, visual",,,"20 feet, climb 20 feet; suction","Melee pseudopod +18 (reach 10 feet), Damage 2d8+7 bludgeoning plus 2d6 acid, corrosive touch, and Grab",,,,,,,,,,,,
CARNIVOROUS CRYSTAL,11,Age of Ashes - 04 - Fires of the Haunted City,15,"motion sense 60 feet, no vision",Common,Neutral,Medium,Earth,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,7,-5,5,-5,0,-5,,,24,,,,,,,,,,,,,,300,20,20,10,15,"acid, critical hits (except bludgeoning or sonic), mental, precision, unconscious, visual","piercing 10, slashing 10",sonic 10,"10 feet, climb 10 feet","Melee pseudopod +24 (versatile S), Damage 4d8+7 piercing",,,,,,,,,,,,
CARNIVOROUS BLOB,13,Bestiary 2,23,"motion sense 240 feet, no vision",Common,Neutral,Gargantuan,Mindless,Ooze,,,,,,,,,,,,,,,,,,,,,8,-3,6,-5,0,-5,,,27,,,,,,,,,,,,,,300,20,25,14,19,"acid, critical hits, mental, piercing, precision, slashing, sonic, unconscious, visual",,,"20 feet, climb 20 feet, swim 20 feet","Melee pseudopod +26 (reach 30 feet), Damage 2d12+12 bludgeoning plus 2d6 acid and Grab",,,,,,,,,,"Reactive Strikes Trigger The carnivorous blob takes damage from any source; Effect The blob makes a pseudopod Strike against an adjacent target. If an adjacent creature dealt the triggering damage, that creature is the target of this Reactive Strike.",,
IMMORTAL ICHOR,15,Age of Ashes - 05 - Against the Scarlet Triad,20,"motion sense 60 feet, no vision",Rare,Neutral Evil,Medium,Ooze,,,,,,,Abyssal,Aklo,Infernal,Undercommon; telepathy 100 feet,,,,,,,,,,,,6,3,9,7,6,6,,30,,,,,,,,,,29,,,,,350,26,30,20,29,"acid, critical hits, mental, precision, unconscious, visual",physical 15,,"20 feet, fly 20 feet","Melee pseudopod +27, Damage 3d8+12 bludgeoning plus mental erosion",,,,,,,"Divine Innate Spells DC 37, attack +31; 7th charm (c3973), feeblemind, possession, suggestion; 6th crisis of faith, telekinetic haul (at will); 3rd mind reading (at will); 2nd telekinetic maneuver (at will); 1st charm (at will), command (at will); Cantrips (7th) telekinetic projectile","Cleric Domain Spells DC 37, attack +31; 8th (3 spell component: focus A focus is an object that funnels the magical energy of the spell. The spell gains the manipulate trait and requires you to either have a free hand to retrieve the focus listed in the spell or already be holding the focus in your hand. As part of Casting the Spell, you retrieve the focus (if necessary), manipulate it, and can stow it again if you so choose. Foci tend to be expensive, and you need to acquire them in advance to Cast the Spell.&gt;focus Points) cry of destruction (Pathfinder Core Rulebook 390), destructive aura (Pathfinder Core Rulebook 390)",,,,
GIANT OPOSSUM,2,Bestiary 3,8,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,4,2,3,-4,2,0,,,10,,,,,,,,,,,8,6,,35,17,11,8,5,,poison 3,,"30 feet, climb 20 feet","Melee jaws +10 (deadly d10), Damage 1d10+4 piercing","Melee claw +10 (agile), Damage 1d6+4 slashing","Melee tail +10 (reach 15 feet), Damage 1d4+4 bludgeoning plus Grab (page 305)",,,,,,,,"Feign Death Trigger The opossum is reduced below 15 HP; Effect The opossum collapses. It is flat-footed and can use actions that require only its mind, but any other action ends the ruse. A successful DC 18 Perception check to Seek or Medicine check to Recall Knowledge is required to determine that the animal is not, in fact, dead.",Revived Retaliation Trigger The opossum is attacked or disturbed by a creature within reach while Feigning Death; Effect The opossum Strikes the triggering creature.,
KHRAVGODON,9,Bestiary 3,18,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,6,3,5,-4,3,0,,,21,,,,,,,,,,,18,18,,160,27,20,18,16,,"acid 10, poison 10",,"30 feet, burrow 15 feet, climb 15 feet","Melee jaws +21 (deadly d12), Damage 2d12+9 piercing","Melee claw +21 (agile), Damage 2d10+9 slashing","Melee tail +21 (reach 20 feet), Damage 2d6+9 bludgeoning plus Grab (page 305)",,,,,,,,"Feign Death Trigger The khravgodon is reduced below 70 HP; Effect The khravgodon collapses. It is flat-footed and can use actions that require only its mind, but any other action ends the ruse. A successful DC 18 Perception check to Seek or Medicine check to Recall Knowledge is required to determine that the animal is not, in fact, dead.",Revived Retaliation Trigger The khravgodon is attacked or disturbed by a creature within reach while Feigning Death; Effect The khravgodon Strikes the triggering creature.,
ORC SCRAPPER,0,Troubles in Otari,5,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Orc,,,,,,,,,,,,,,,3,2,3,-1,1,0,,,5,,,,2,,,,,,,,,,15,15,6,4,2,,,,25 feet,"Melee orc knuckle dagger +7 (agile, disarm), Damage 1d6+3 piercing","Melee fist +7 (agile, nonlethal), Damage 1d4+3 bludgeoning","Ranged javelin +4 (thrown 30 feet), Damage 1d6+3 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC BRUTE,0,Bestiary,5,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Orc,,,,,,,,,,,,,,,3,2,3,-1,1,0,,,5,,,,2,,,,,,,,,,15,15,6,4,2,,,,25 feet,"Melee orc knuckle dagger +7 (agile, disarm), Damage 1d6+3 piercing","Melee fist +7 (agile, nonlethal), Damage 1d4+3 bludgeoning","Ranged javelin +4 (thrown 30 feet), Damage 1d6+3 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC SCRAPPER,0,Beginner Box Game Mastere28099s Guide,5,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,,,,,,,,,,,,,,,,3,2,3,-1,1,0,,,5,,,,2,,,,,,,,,,15,15,6,4,2,,,,25 feet,"Melee battle axe +7 (sweep), Damage 1d8+3 piercing","Melee fist +7 (agile, nonlethal), Damage 1d4+3 bludgeoning","Ranged javelin +4 (thrown 30 feet), Damage 1d6+3 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC ALCHEMIST,1,#1-05: Trailblazerse28099 Bounty,6,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Orc,Common,,,,,,,,,,,,,,2,3,3,3,0,-1,6,,5,8,,,,,,,,,,6,,,20,17,8,8,3,,,,25 feet,"Melee orc knuckle dagger +6 (agile, disarm), Damage 1d6+1 piercing","Melee fist +5 (agile, finesse, nonlethal, unarmed), Damage 1d4+1 bludgeoning","Ranged alchemical bomb +7 (range increment 20 feet, splash), Damage varies by bomb",,,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC TROOPER,1,Beginner Box Game Mastere28099s Guide,6,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,,,,,,,,,,,,,,,,4,2,3,-1,1,0,,,7,,,,4,,,,,,,,4,,23,18,8,7,4,,,,25 feet,"Melee battle axe +8 (sweep), Damage 1d8+4 slashing","Melee shortsword +8 (agile, versatile P), Damage 1d6+4 slashing","Melee fist +8 (agile, nonlethal), Damage 1d4+4 bludgeoning","Ranged javelin +5 (thrown 30 feet), Damage 1d6+4 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC WARRIOR,1,Bestiary,6,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Orc,,,,,,,,,,,,,,,4,2,3,-1,1,0,,,7,,,,4,,,,,,,,4,,23,18,8,7,4,,,,25 feet,"Melee orc necksplitter +7 (forceful, sweep), Damage 1d8+4 slashing","Melee shortsword +7 (agile, versatile P), Damage 1d6+4 slashing","Melee fist +7 (agile, nonlethal), Damage 1d4+4 bludgeoning","Ranged javelin +5 (thrown 30 feet), Damage 1d6+4 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
ORC COMMANDER,2,Troubles in Otari,11,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orc,,,,,,,,,,,,,,4,2,1,-1,1,2,,,8,,,,6,,,,,,,,5,,32,19,7,6,7,,,,25 feet,"Melee greatclub +10 (backswing, shove), Damage 1d10+4 bludgeoning","Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning","Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
ORC ALCHEMIST,2,The Fall of Plaguestone,6,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Orcish,,,,,,,,,,,,,,,2,3,3,3,0,-1,7,,6,9,,,,,,,,,,7,,,30,17,9,9,4,,,,25 feet,"Melee orc knuckle dagger +8 (agile, disarm), Damage 1d6+2 piercing","Melee fist +7 (agile, finesse, nonlethal, unarmed), Damage 1d4+2 bludgeoning","Ranged alchemical bomb +9 (range increment 20 feet, splash), Damage varies by bomb",,,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC COMMANDER,2,Beginner Box Game Mastere28099s Guide,11,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,,,,,,,,,,,,,,,,4,2,1,-1,1,2,,,8,,,,6,,,,,,,,5,,32,19,7,6,7,,,,25 feet,"Melee maul +10 (shove), Damage 1d12+4 bludgeoning","Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning","Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
ORC WARCHIEF,2,Bestiary,11,Darkvision,Common,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orc,,,,,,,,,,,,,,4,2,1,-1,1,2,,,8,,,,6,,,,,,,,5,,32,19,7,6,7,,,,25 feet,"Melee greatclub +10 (backswing, shove), Damage 1d10+4 bludgeoning","Melee fist +10 (agile, nonlethal), Damage 1d4+4 bludgeoning","Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
BURNING SUN ORC,4,#2-10: In Burning Dawn,12,Darkvision,Uncommon,Neutral Good,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,3,2,2,1,1,2,,,11,,,,12,,,,,,,,10,,63,21,14,11,9,,,,30 feet,"Melee scimitar +12 (forceful +1, sweep), Damage 1d6+11 slashing damage","Ranged javelin +11 (thrown 30 feet), Damage 1d6+9 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
SCORCHED EARTH SCOUT,4,#2-10: In Burning Dawn,12,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,3,2,2,1,1,2,,,12,,,,12,,,,,,,,10,,55,21,11,14,9,,,,30 feet,"Melee shortsword +12 (agile, finesse, versatile S), Damage 1d6+7 slashing damage","Ranged composite shortbow +12 (deadly d10, propulsive, volley 30 ft.), Damage 1d6+7 piercing damage.",,,,,,,,,"Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",,
SCORCHED EARTH ORC CLIPPER,5,#2-10: In Burning Dawn,15,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,4,3,2,1,1,2,,,12,,,,12,,,,,,,,13,,78,21,14,12,9,,,,30 feet,"Melee shortsword +13 (agile, finesse, versatile S), Damage 1d6+8 slashing damage","Ranged composite shortbow +12 (deadly d10, propulsive, volley 30 ft.), Damage 1d8+4 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
SCORCHED EARTH ORC SHARPSHOOTER,5,#2-10: In Burning Dawn,15,Darkvision,Uncommon,Chaotic Evil,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,4,3,2,1,1,2,,,12,,,,12,,,,,,,,13,,78,21,14,12,9,,,,30 feet,"Melee shortsword +13 (agile, finesse, versatile S), Damage 1d6+8 slashing damage","Ranged composite shortbow +12 (deadly d10, propulsive, volley 30 ft.), Damage 1d8+4 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
BURNING SUN ORC,6,#2-10: In Burning Dawn,13,Darkvision,Uncommon,Neutral Good,Medium,Humanoid,Orc,,,,,,Common,Orcish,,,,,,,,,,,,,,4,2,2,0,2,2,,,13,,,,14,,,,,,,,11,,99,23,16,14,12,,,,30 feet,"Melee scimitar +15 (forceful +1, sweep), Damage 1d6+15 slashing damage","Ranged javelin +13 (thrown 30 feet), Damage 1d6+12 piercing damage","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Ferocity Trigger The monster is reduced to 0 HP. Effect The monster avoids being knocked out and remains at 1 HP, but its wounded value increases by 1. When it is wounded 3, it can no longer use this ability.",
