Name,Type,Level,Traits,Tradition,Deities,Bloodlines,Casting Time,Components,Range,Target,Area,Duration,Saving Throw,Spell Attack,Effect,Critical Success,Success,Failure,Critical Failure,Heightening,Heal,Damage,Counteract,Conditions,Source,Nethys Link
Dragon Claws,Focus,1,"Uncommon,Morph,Sorcerer,Transmutation",,,"draconic,wyrmblessed",Single Action,verbal,None,None,None,1 minute,None,FALSE,"Vicious claws grow from your fingers. They are finesse unarmed attacks that deal 1d4 slashing damage and 1d6 extra damage of a type determined by the dragon in your bloodline. Dragon Claws Dragon TypeDamage Type Black, brine*, or copperAcid Blue, bronze, cloud*, or sky*Electricity Brass, gold, magma*, red, or underworld*Fire Crystal* or forest*Piercing GreenPoison Sea*Bludgeoning Silver or whiteCold Sovereign*Mental Umbral*Negative *Source Mwangi Expanse pg. 76 Your scales from blood magic glow with faint energy, giving you resistance 5 to the same damage type.",None,None,None,None,"Heightened (5th) The extra damage increases to 2d6, and the resistance increases to 10,Heightened (9th) The extra damage increases to 3d6, and the resistance increases to 15",FALSE,TRUE,FALSE,,Core Rulebook pg. 403,http://2e.aonprd.com/Spells.aspx?ID=500
Efficient Apport,Focus,1,"Uncommon,Conjuration,Teleportation,Wizard",,,,Single Action,somatic,60 feet,1 unattended object of light Bulk or less,None,None,None,FALSE,"Walking over to an item to pick it up is so much effort. Whether its your spellbook, a reagent, or a glass of wine, its simply more efficient to call it to your hand. You teleport the target into your open hand. If you dont have a hand free, it falls to the ground at your feet.",None,None,None,None,"Heightened (3rd) You can target an unattended object with a Bulk of 1 or lessHeightened (5th) The range increases to 120 feet, and you can target an unattended object with a Bulk of 1 or less,Heightened (7th) The range increases to 120 feet, and you can target an unattended object with a Bulk of 2 or less",FALSE,FALSE,FALSE,,Secrets of Magic pg. 241,http://2e.aonprd.com/Spells.aspx?ID=1062
Eject Soul,Focus,1,"Incapacitation,Necromancy",,,,Two Actions,"somatic,verbal",touch,1 living creature that has a soul,None,None,Fortitude,FALSE,"Your touch disrupts the connection between body and soul, possibly forcing the soul out of the body altogether. The target must attempt a Fortitude save. You can allow allies to choose the degree of success instead of rolling a saving throw.",None,The target is unaffected.,"The target is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=36"">stunned 1</a> as its soul briefly loses its connection to its body.","The target's soul exits its body for 1 round. The target's body becomes stunned. While its body is stunned in this way, the target remains fully aware in soul form; it simply can't consciously move its body (though the body makes basic instinctual defensive movements). The target's soul has the <a style=""text-decoration:underline"" href=""Traits.aspx?ID=222"">incorporeal</a> trait, is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=26"">invisible</a>, and has a fly Speed of 60 feet. It can't attack, cast spells, or attempt any skill checks that require a physical body, and it must always maintain line of effect to its body. When the target's body ceases being stunned, the target's soul instantly returns to its body as the target wakes.","Heightened (+3) If a willing ally chooses to critically fail, it can stay in soul form for 1 additional round",FALSE,FALSE,FALSE,,Gods & Magic pg. 117,http://2e.aonprd.com/Spells.aspx?ID=616
Elemental Betrayal,Focus,1,"Uncommon,Evocation,Hex,Witch",,,,Single Action,verbal,30 feet,1 creature,None,sustained up to 1 minute,None,FALSE,"You call upon the elements to undermine your foe. When you Cast this Spell, choose air, earth, fire, or water. Each time the target takes damage from a spell or effect with the chosen trait, it takes an additional 2 damage of one damage type dealt by the spell or effect. If you chose fire or water, the target also takes this additional damage when taking fire or cold damage, respectively, from effects or spells without the chosen trait.",None,None,None,None,Heightened (+2) Increase the additional damage by 1,FALSE,TRUE,FALSE,,Advanced Players Guide pg. 238,http://2e.aonprd.com/Spells.aspx?ID=797
Elemental Toss,Focus,1,"Uncommon,Attack,Evocation,Sorcerer",,,elemental,Single Action,somatic,30 feet,1 creature,None,None,None,TRUE,"With a flick of your wrist, you fling a chunk of your elemental matter at your foe. Make a spell attack roll, dealing 1d8 bludgeoning damage (or fire damage if your element is fire) on a success, and double damage on a critical success. This spell has your elements trait.",None,None,None,None,Heightened (+1) The damage increases by 1d8,FALSE,TRUE,FALSE,,Core Rulebook pg. 404,http://2e.aonprd.com/Spells.aspx?ID=505
Empty Inside,Focus,1,"Abjuration,Mental",,,,Single Action,verbal,None,None,None,None,None,FALSE,"You inject a sliver of the void into your mind, momentarily remaking it into a bleak and empty place. Attempt a counteract check against one emotion effect affecting you.",None,None,None,None,Heightened (5th) You can attempt counteract checks against any number of emotion effects affecting you,FALSE,FALSE,TRUE,,Gods & Magic pg. 119,http://2e.aonprd.com/Spells.aspx?ID=626
Evolution Surge,Focus,1,"Uncommon,Morph,Summoner,Transmutation",,,,Two Actions,"somatic,verbal",100 feet,your eidolon,None,1 minute,None,FALSE,"You flood your eidolon with power, creating a temporary evolution in your eidolons capabilities. Choose one of the following effects: Your eidolon gains low-light vision and darkvision.Your eidolon gains scent as an imprecise sense up to 30 feet.Your eidolon can breathe underwater and gains a swim Speed equal to its land Speed or 30 feet, whichever is less. Alternatively, if your eidolon is normally aquatic, it can breathe air and gains a land Speed equal to its swim Speed or 30 feet, whichever is less. Either way, it gains the amphibious trait.Your eidolon gains a +20-foot status bonus to its Speed.",None,None,None,None,"Heightened (3rd) Add the following options to the list of effects you can choose: Your eidolon becomes Large, instead of its previous size, This increases your eidolons reach to 10 feet but doesnt change any other statistics for your eidolon, Because of the special link you share, you can ride your eidolon without getting in each others way, If another creature tries to ride your eidolon, both you and the riding creature each regain only 2 actions at the start of your turns each round, as normal,Your eidolon gains a climb Speed equal to its land Speed,Heightened (5th) Add the options from the 3rd-level version and the following options to the list of effects you can choose: Your eidolon becomes Huge, instead of its previous size, This has the same effects as the 3rd-level option to become Large, except your eidolons reach increases to 15 feet,Your eidolon gains a fly Speed equal to its Speed",FALSE,FALSE,FALSE,,Secrets of Magic pg. 144,http://2e.aonprd.com/Spells.aspx?ID=1047
Extend Boost,Focus,1,"Uncommon,Divination,Metamagic,Summoner",,,,Free Action,verbal,None,None,None,None,None,FALSE,"You focus on the intricacies of the magic binding you to your eidolon to extend the duration of your boost eidolon or reinforce eidolon spell. If your next action is to cast boost eidolon or reinforce eidolon, attempt a skill check with the skill associated with the tradition of magic you gain from your eidolon (such as Nature for a primal eidolon). The DC is usually a standard-difficulty DC of your level, but the GM can assign a different DC based on the circumstances. The effect depends on the result of your check.Failure The spell lasts 1 round, but you dont spend the Focus Point for casting this spell.",The spell lasts 4 rounds.,The spell lasts 3 rounds.,None,None,,FALSE,FALSE,FALSE,,Secrets of Magic pg. 145,http://2e.aonprd.com/Spells.aspx?ID=1048
Face in the Crowd,Focus,1,"Uncommon,Cleric,Illusion,Visual",,,,Single Action,somatic,None,None,None,1 minute,None,FALSE,"While in a crowd of roughly similar creatures, your appearance becomes bland and nondescript. You gain a +2 status bonus to Deception and Stealth checks to go unnoticed among the crowd, and you ignore difficult terrain caused by the crowd.",None,None,None,None,Heightened (3rd) The spell gains a range of 10 feet and can target up to 10 creatures,FALSE,FALSE,FALSE,Unnoticed,Core Rulebook pg. 392,http://2e.aonprd.com/Spells.aspx?ID=421
Faerie Dust,Focus,1,"Uncommon,Enchantment,Mental,Sorcerer",,,fey,Single Action,"somatic,verbal",30 feet,None,5-foot burst or more,1 round,Will,FALSE,"You sprinkle magical dust in the spells area, making those within easier to trick. Each creature in the area must attempt a Will save. For each additional action you use Casting the Spell, the bursts radius increases by 5 feet.",None,The creature is unaffected.,The creature cant use reactions and takes a -2 status penalty to Perception checks and Will saves.,"As failure, and the creature also takes a -1 status penalty to Perception checks and Will saves for 1 minute.",Heightened (+3) The initial radius increases by 5 feet,FALSE,FALSE,FALSE,,Core Rulebook pg. 404,http://2e.aonprd.com/Spells.aspx?ID=508
Fire Ray,Focus,1,"Uncommon,Attack,Cleric,Evocation,Fire",,,,Two Actions,"somatic,verbal",60 feet,1 creature,None,None,None,TRUE,A blazing band of fire arcs through the air. Make a spell attack roll. The ray deals 2d6 fire damage.,The ray deals double damage and 1d4 persistent fire damage.,The ray deals full damage.,None,None,"Heightened (+1) The rays initial damage increases by 2d6, and the persistent fire damage on a critical success increases by 1d4",FALSE,TRUE,FALSE,,Core Rulebook pg. 392,http://2e.aonprd.com/Spells.aspx?ID=422
Force Bolt,Focus,1,"Uncommon,Evocation,Force,Wizard",,,,Single Action,somatic,30 feet,1 creature,None,None,None,FALSE,You fire an unerring dart of force from your fingertips. It automatically hits and deals 1d4+1 force damage to the target.,None,None,None,None,Heightened (+2) The damage increases by 1d4+1,FALSE,TRUE,FALSE,,Core Rulebook pg. 407,http://2e.aonprd.com/Spells.aspx?ID=529
Force Fang,Focus,1,"Uncommon,Evocation,Force,Magus",,,,Single Action,somatic,varies,1 creature,None,None,None,FALSE,"You briefly turn your attack into pure force to bypass your opponents defenses. Choose a target within your reach, or within the reach of a melee weapon youre wielding. If you can use Spellstrike with a ranged weapon (with the starlit span hybrid study, for example), you can target a creature in the first range increment of your ranged weapon. For an instant, you transform your weapon or unarmed attack into a spike of pure force, replacing all its normal statistics and abilities. The force fang automatically deals 1d4+1 force damage to the target.",None,None,None,None,Heightened (+2) The damage increases by 1d4+1,FALSE,TRUE,FALSE,,Secrets of Magic pg. 143,http://2e.aonprd.com/Spells.aspx?ID=1038
Forced Quiet,Focus,1,"Uncommon,Abjuration,Cleric",,,,Two Actions,"material,somatic",30 feet,1 creature,None,varies,Fortitude,FALSE,"You quiet the targets voice, preventing it from giving away valuable secrets. This doesnt prevent the target from talking or providing verbal spell components, but no creature more than 10 feet away can hear its whispers without succeeding at a Perception check against your spell DC, which might interfere with auditory or linguistic effects as well as communication. The spells duration depends on the targets Fortitude save. After attempting its save, the target becomes temporarily immune for 24 hours.Critical Failure The duration is 10 minutes.",The target is unaffected.,The duration is 1 round.,The duration is 1 minute.,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 393,http://2e.aonprd.com/Spells.aspx?ID=424
Genies Veil,Focus,1,"Uncommon,Abjuration,Sorcerer",,,genie,Reaction,somatic,30 feet,1 willing creature,None,None,None,FALSE,"With a flourish, you fulfill a creatures wish for protection, bending reality to keep them from harm. The target vanishes in a burst of brightly colored smoke and sparkles, reappearing an instant later. They become concealed against the triggering attack and until the end of the current creatures turn.",None,None,None,None,,FALSE,FALSE,FALSE,Concealed,Advanced Players Guide pg. 236,http://2e.aonprd.com/Spells.aspx?ID=783
Gluttons Jaw,Focus,1,"Uncommon,Morph,Necromancy,Sorcerer",,,demonic,Single Action,"somatic,verbal",None,None,None,1 minute,None,FALSE,"Your mouth transforms into a shadowy maw bristling with pointed teeth. These jaws are an unarmed attack with the forceful trait dealing 1d8 piercing damage. If you hit with your jaws and deal damage, you gain 1d6 temporary Hit Points.",None,None,None,None,Heightened (+2) The temporary Hit Points increase by 1d6,TRUE,TRUE,FALSE,,Core Rulebook pg. 404,http://2e.aonprd.com/Spells.aspx?ID=511
Goodberry,Focus,1,"Uncommon,Druid,Healing,Necromancy",,,,Two Actions,"somatic,verbal",touch,1 ripe berry,None,10 minutes,None,FALSE,"You imbue the target berry with the bounty of nature, turning it into a goodberry that can heal and sustain far beyond its normal capacity. A creature can eat the goodberry with an Interact action to regain 1d6+4 Hit Points. A berry not consumed during the duration withers away. Every six goodberries consumed gives as much nourishment as one square meal for a typical human.",None,None,None,None,"Heightened (+1) You can target an additional berry, A creature can consume any number of goodberries from the same casting with a single Interact action",FALSE,FALSE,FALSE,,Core Rulebook pg. 399,http://2e.aonprd.com/Spells.aspx?ID=473
Gravity Weapon,Focus,1,"Uncommon,Evocation,Ranger",,,,Single Action,somatic,None,None,None,1 minute,None,FALSE,"You build up gravitational force and funnel it into your blows, leading to more powerful attacks with blade and bow alike. On your first weapon Strike each round, you gain a status bonus to damage equal to twice the number of weapon damage dice.",None,None,None,None,,FALSE,TRUE,FALSE,,Advanced Players Guide pg. 234,http://2e.aonprd.com/Spells.aspx?ID=770
Hand of the Apprentice,Focus,1,"Uncommon,Attack,Evocation,Wizard",,,,Single Action,somatic,500 feet,1 creature,None,None,None,FALSE,"You hurl a held melee weapon with which you are trained at the target, making a spell attack roll. On a success, you deal the weapons damage as if you had hit with a melee Strike, but adding your spellcasting ability modifier to damage, rather than your Strength modifier. On a critical success, you deal double damage, and you add the weapons critical specialization effect. Regardless of the outcome, the weapon flies back to you and returns to your hand.",None,None,None,None,,FALSE,TRUE,FALSE,,Core Rulebook pg. 407,http://2e.aonprd.com/Spells.aspx?ID=530
Heal Animal,Focus,1,"Uncommon,Druid,Healing,Necromancy,Positive",,,,Single Action to Two Actions,somatic,touch or 30 feet,1 willing living animal creature,None,None,None,FALSE,"You heal an animals wounds, restoring 1d8 Hit Points to the target. The number of actions spent Casting this Spell determines its effect. somatic The spell has a range of touch. somatic, verbal The spell has a range of 30 feet and restores an additional 8 Hit Points to the target.",None,None,None,None,"Heightened (+1) The amount of healing increases by 1d8, and the additional healing for the 2-action version increases by 8",TRUE,FALSE,FALSE,,Core Rulebook pg. 399,http://2e.aonprd.com/Spells.aspx?ID=474
Heal Companion,Focus,1,"Uncommon,Healing,Necromancy,Positive,Ranger",,,,Single Action or Two Actions,,touch or 30 feet,your animal companion,None,None,None,FALSE,You harness positive energy to heal your animal companions wounds. You restore 1d10 Hit Points to your animal companion. The number of actions you spend Casting this Spell determines range and other parameters. (somatic) The spell has a range of touch. (verbal) The spell has a range of 30 feet and restores an additional 8 Hit Points to the target.,None,None,None,None,"Heightened (+1) The amount of healing increases by 1d10, and the additional healing for the 2-action version increases by 8",TRUE,FALSE,FALSE,,Advanced Players Guide pg. 234,http://2e.aonprd.com/Spells.aspx?ID=771
Healers Blessing,Focus,1,"Uncommon,Cleric,Necromancy",,,,Single Action,verbal,30 feet,1 willing living creature,None,1 minute,None,FALSE,"Your words bless a creature with an enhanced connection to positive energy. When the target regains Hit Points from a healing spell, it regains 2 additional Hit Points. The target regains additional Hit Points from healers blessing only the first time it regains HP from a given healing spell, so a spell that heals the creature repeatedly over a duration would restore additional Hit Points only once.",None,None,None,None,Heightened (+1) The additional healing increases by 2 HP,TRUE,FALSE,FALSE,,Core Rulebook pg. 393,http://2e.aonprd.com/Spells.aspx?ID=426
Hurtling Stone,Focus,1,"Uncommon,Attack,Cleric,Earth,Evocation",,,,Single Action,somatic,60 feet,1 creature,None,None,None,TRUE,"You evoke a magical stone and throw it, with your gods presence guiding your aim. Make a spell attack roll against the target. The stone deals bludgeoning damage equal to 1d6 plus your Strength modifier.",The stone deals double damage.,The stone deals full damage.,None,None,Heightened (+1) The stones damage increases by 1d6,FALSE,TRUE,FALSE,,Core Rulebook pg. 393,http://2e.aonprd.com/Spells.aspx?ID=427
Hymn of Healing,Focus,1,"Uncommon,Bard,Composition,Healing,Necromancy,Positive",,,,Two Actions,verbal,30 feet,you or 1 ally,None,sustained up to 4 rounds,None,FALSE,"Your divine singing mends wounds and provides a temporary respite from harm. The target gains fast healing 2. When you Cast the Spell and each time you Sustain the Spell, the target gains 2 temporary Hit Points, which last for 1 round.",None,None,None,None,Heightened (+1) The fast healing and temporary Hit Points each increase by 2,TRUE,FALSE,FALSE,,Advanced Players Guide pg. 228,http://2e.aonprd.com/Spells.aspx?ID=728
Hyperfocus,Focus,1,Divination,,,,Two Actions,"somatic,verbal",30 feet,1 creature,None,varies,Will,FALSE,"You sharpen a creature's senses, though more distant objects become hazy, indistinct, or muted to it. The target gains a +1 status bonus to Perception checks attempted with any of its precise senses. Furthermore, any imprecise senses the target has are sharpened to precise senses (though they do not receive the status bonus). However, the target cannot perceive anything beyond a range of 20 feet with any of its senses. The duration is determined by the target's Will save. You can allow allies to choose the outcome instead of rolling a saving throw.",The target is unaffected.,The target is affected for 1 round.,The target is affected for 1 minute.,"As failure, but the target cannot perceive anything beyond a range of 10 feet.","Heightened (3rd) You can target up to 2 creatures,Heightened (6th) You can target up to 4 creatures",FALSE,FALSE,FALSE,,Gods & Magic pg. 113,http://2e.aonprd.com/Spells.aspx?ID=600
Incendiary Aura,Focus,1,"Uncommon,Cursebound,Evocation,Fire,Oracle",,,,Two Actions,"somatic,verbal",None,None,10-foot emanation,1 minute,None,FALSE,"You surround yourself with a combustible aura. Each time a creature within the emanation takes fire damage, it catches on fire, taking 2d4 persistent fire damage.",None,None,None,None,Heightened (+2) Increase the persistent damage by 1d4 and the radius of the emanation by 5 feet,FALSE,TRUE,FALSE,,Advanced Players Guide pg. 232,http://2e.aonprd.com/Spells.aspx?ID=755
Jealous Hex,Focus,1,"Uncommon,Curse,Necromancy,Sorcerer",,,hag,Single Action,verbal,30 feet,1 creature,None,up to 1 minute,Will,FALSE,"You draw forth a hags innate jealousy to deny a target its greatest attribute. The target is cursed with an adverse condition depending on its highest ability modifier: Strength (enfeebled); Dexterity (clumsy); Constitution (drained); or Intelligence, Wisdom, or Charisma (stupefied). On a tie, the creature decides which of the conditions associated with the tied ability modifiers to take. The target must attempt a Will save.At the start of each of your turns, the target can attempt another Will save, ending the effect on a success.",None,The target is unaffected.,The conditions value is 1.,The conditions value is 2.,,FALSE,FALSE,FALSE,"Clumsy,Drained,Enfeebled,Stupefied",Core Rulebook pg. 405,http://2e.aonprd.com/Spells.aspx?ID=515
Ki Rush,Focus,1,"Uncommon,Monk,Transmutation",,,,Single Action,verbal,None,None,None,None,None,FALSE,"Accelerated by your ki, you move with such speed you become a blur. Move two times: two Strides, two Steps, or one Stride and one Step (in either order). You gain the concealed condition during this movement and until the start of your next turn.",None,None,None,None,,FALSE,FALSE,FALSE,Concealed,Core Rulebook pg. 401,http://2e.aonprd.com/Spells.aspx?ID=485
Ki Strike,Focus,1,"Uncommon,Monk,Transmutation",,,,Single Action,verbal,None,None,None,None,None,FALSE,"You focus your ki into magical attacks. Make an unarmed Strike or Flurry of Blows (this doesnt change the limit on using only one flourish per turn). You gain a +1 status bonus to your attack rolls with the Strikes, and the Strikes deal 1d6 extra damage. This damage can be any of the following types of your choice, chosen each time you Strike: force, lawful (only if youre lawful), negative, or positive.",None,None,None,None,Heightened (+4) The extra damage increases by 1d6,FALSE,TRUE,FALSE,,Core Rulebook pg. 401,http://2e.aonprd.com/Spells.aspx?ID=486
Lament,Focus,1,"Auditory,Emotion,Enchantment,Mental",,,,Two Actions,"somatic,verbal",30,1 or more creatures,None,None,basic Will,FALSE,"You let out your negative emotions in a guttural wail that shakes your enemies' hearts and deals 1d8 mental damage (basic Will save). If you have any harmful conditions imposed by emotion effects, lament deals additional mental damage equal to the counteract level of the highest-level effect.",None,None,None,None,Heightened (+1) The damage increases by 1d8,FALSE,TRUE,TRUE,,Gods & Magic pg. 116,http://2e.aonprd.com/Spells.aspx?ID=614
Lay on Hands,Focus,1,"Uncommon,Champion,Healing,Necromancy,Positive",,,,Single Action,somatic,touch,1 willing living creature or 1 undead creature,None,None,Fortitude,FALSE,"Your hands become infused with positive energy, healing a living creature or damaging an undead creature with a touch. If you use lay on hands on a willing living target, you restore 6 Hit Points; if the target is one of your allies, they also gain a +2 status bonus to AC for 1 round. Against an undead target, you deal 1d6 damage and it must attempt a basic Fortitude save; if it fails, it also takes a -2 status penalty to AC for 1 round.",None,None,None,None,"Heightened (+1) The amount of healing increases by 6, and the damage to an undead target increases by 1d6",TRUE,TRUE,FALSE,,Core Rulebook pg. 387,http://2e.aonprd.com/Spells.aspx?ID=395
Life Boost,Focus,1,"Uncommon,Healing,Hex,Necromancy,Witch",,,,Single Action,somatic,30 feet,1 creature,None,4 rounds,None,FALSE,You temporarily bolster the targets vitality. The target gains fast healing equal to double the spells level.,None,None,None,None,,TRUE,FALSE,FALSE,,Advanced Players Guide pg. 238,http://2e.aonprd.com/Spells.aspx?ID=799
Life Link,Focus,1,"Uncommon,Cursebound,Healing,Necromancy,Oracle,Positive",,,,Single Action,somatic,30 feet,1 creature other than you,None,1 minute,None,FALSE,"You forge a connection of life energy between you and your target, distributing harm between both of you. When you first Cast the Spell, the target recovers 1d4 Hit Points. The first time each round that the target takes damage, reduce the damage it takes by 3 (to a minimum of 0 damage). You lose 3 Hit Points each time, or the total damage dealt, if less than 3; this damage ignores any immunities or resistances you have and cant otherwise be mitigated in any way.The spell ends immediately if you fall unconscious. You can Dismiss the spell.",None,None,None,None,"Heightened (3rd) You can target 2 creatures other than you, Increase the initial healing to 3d4 and the maximum damage reduced and Hit Points lost to 5,Heightened (6th) You can target 3 creatures other than you, Increase the initial healing to 6d4 and the maximum damage reduced and Hit Points lost to 10,Heightened (9th) You can target 4 creatures other than you, Increase the initial healing to 9d4 and the maximum damage reduced and Hit Points lost to 15",FALSE,TRUE,FALSE,Unconscious,Advanced Players Guide pg. 232,http://2e.aonprd.com/Spells.aspx?ID=758
Lift Natures Caul,Focus,1,"Uncommon,Fear,Illusion,Visual",,,,Two Actions,"somatic,verbal",5,creatures in the area,None,varies,Will,FALSE,"With a wave of the hand, you cause the targets to see the world around them as if a gauzy film had been lifted away to expose the truth that lies below their perceived reality. Natural features they can see grow twisted and horrendous, structures appear distorted and ruined, and objects seem warped and alien. This alternate vision fades quickly, but the glimpse beyond the natural world lingers for the spells duration. Aberrations or worshippers of Outer Gods or Great Old Ones are bolstered by this vision of warped reality and gain a +1 status bonus to Will saving throws and attack rolls for 1 minute, while all other creatures must attempt a Will saving throw.",The creature is unaffected and temporarily immune for 1 hour.,"The creature is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=34"">sickened 1</a>.","The creature is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=37"">stupefied 1</a> for 1 minute and <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=19"">frightened 1</a>.",The creature is stupefied 1 for 1 minute and frightened 2. It cant reduce the value of its frightened condition below 1 as long as it remains stupefied by this spell.,Heightened (+2) You increase the area by 5 feet and the duration of the stupefied condition by 1 minute,FALSE,FALSE,FALSE,,Pathfinder #165: Eyes of Empty Death pg. 65,http://2e.aonprd.com/Spells.aspx?ID=842
Lingering Composition,Focus,1,"Uncommon,Bard,Enchantment",,,,Free Action,verbal,None,None,None,None,None,FALSE,"You add a flourish to your composition to extend its benefits. If your next action is to cast a cantrip composition with a duration of 1 round, attempt a Performance check. The DC is usually a standard-difficulty DC of a level equal to the highest-level target of your composition, but the GM can assign a different DC based on the circumstances. The effect depends on the result of your check.Failure The composition lasts 1 round, but you dont spend the Focus Point for casting this spell.",The composition lasts 4 rounds.,The composition lasts 3 rounds.,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 387,http://2e.aonprd.com/Spells.aspx?ID=389
Loremasters Etude,Focus,1,"Uncommon,Bard,Divination,Fortune",,,,Free Action,somatic,30 feet,you or the triggering ally,None,None,None,FALSE,"You call upon your muses deep mysteries, granting the target a greater ability to think and recall information. Roll the triggering Recall Knowledge skill check twice and use the better result.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 387,http://2e.aonprd.com/Spells.aspx?ID=390
Magic Hide,Focus,1,"Uncommon,Abjuration,Ranger",,,,Single Action,somatic,30 feet,your animal companion,None,1 minute,None,FALSE,"Your animal companion grows a thicker hide, matted fur, or a harder shell, granting it a +1 status bonus to AC.",None,None,None,None,,FALSE,FALSE,FALSE,,Advanced Players Guide pg. 235,http://2e.aonprd.com/Spells.aspx?ID=774
Magics Vessel,Focus,1,"Uncommon,Cleric,Enchantment",,,,Single Action,somatic,touch,1 creature,None,sustained up to 1 minute,None,FALSE,"A creature becomes a receptacle for pure magical energy sent by your deity. The target gains a +1 status bonus to saving throws. Each time you Cast a Spell from your spell slots, you automatically Sustain this Spell and grant its target resistance to damage from spells until the start of your next turn. This resistance is equal to the level of the spell you cast.",None,None,None,None,,FALSE,TRUE,FALSE,,Core Rulebook pg. 393,http://2e.aonprd.com/Spells.aspx?ID=431
Moonbeam,Focus,1,"Uncommon,Attack,Cleric,Evocation,Fire,Light",,,,Two Actions,"somatic,verbal",120 feet,1 creature,None,None,None,TRUE,"You shine a ray of moonlight. Make a spell attack roll. The beam of light deals 1d6 fire damage. Moonbeam deals silver damage for the purposes of weaknesses, resistances, and the like.","The beam deals double damage, and the target is dazzled for 1 minute.","The beam deals full damage, and the target is dazzled for 1 round.",None,None,Heightened (+1) The rays damage increases by 1d6,FALSE,TRUE,FALSE,,Core Rulebook pg. 394,http://2e.aonprd.com/Spells.aspx?ID=433
Needle of Vengeance,Focus,1,"Uncommon,Enchantment,Hex,Mental,Witch",,,,Single Action,somatic,30 feet,1 enemy,None,sustained up to 1 minute,basic Will,FALSE,"A long, jagged needle jabs into the target foes psyche whenever it tries to attack a specifically forbidden creature. Name yourself or one of your allies. The target takes 2 mental damage any time it uses a hostile action against the named creature.",None,None,None,None,Heightened (+1) Increase the damage by 2,FALSE,TRUE,FALSE,Hostile,Advanced Players Guide pg. 238,http://2e.aonprd.com/Spells.aspx?ID=801
Nymphs Token,Focus,1,"Uncommon,Enchantment,Sorcerer",,,nymph,Two Actions,"somatic,verbal",None,None,None,1 minute,Will,FALSE,"You grant an ally a token of favor. You create a token, such as a lock of your hair or a flower, that persists for the spells duration; as part of Casting the Spell, you can Interact to pass the token to an ally within your reach. As long as the ally has the token on their person, they gain a +1 status bonus to Performance checks and Will saves. You can Dismiss the spell as a free action.",None,None,None,None,"Heightened (4th) As long as the ally has the token on their person, you can cast spells that have a range of touch on them at a range of 30 feet",FALSE,FALSE,FALSE,,Advanced Players Guide pg. 236,http://2e.aonprd.com/Spells.aspx?ID=785
Oathkeepers Insignia,Focus,1,Conjuration,,,,Free Action,verbal,None,None,None,1 hour,None,FALSE,"A magical indicator assures a creature that you've upheld your end of a bargain. When you Cast the Spell, you create a bracelet, flower, or other such trinket. If, while the spell persists, you complete the terms of the promise or deal you made, the trinket fades away with a pleasant chime; if you violate the terms instead, the trinket breaks with a dissonant crash.",None,None,None,None,"Heightened (3rd) The duration becomes 1 day,Heightened (5th) The duration becomes 1 week,Heightened (7th) The duration becomes 1 month,Heightened (9th) The duration becomes 1 year",FALSE,FALSE,FALSE,,Gods & Magic pg. 114,http://2e.aonprd.com/Spells.aspx?ID=604
Object Memory,Focus,1,Divination,,,,Two Actions,"somatic,verbal",None,1 weapon or tool,None,1 minute,None,FALSE,"By touching an object, you draw forth the experience of those who created and used it. If you touch a weapon, your proficiency rank with that weapon temporarily increases to trained (if it is not already higher). If you touch a tool, your proficiency rank with the next skill check you attempt with that tool (such as a Crafting check with a blacksmith's hammer) within the spell's duration temporarily increases to trained (if it is not already higher). This spell has no benefit for activities that take longer than a minute to complete.",None,None,None,None,Heightened (6th) Your proficiency rank increases to expert instead of trained,FALSE,FALSE,FALSE,,Gods & Magic pg. 118,http://2e.aonprd.com/Spells.aspx?ID=624
Overstuff,Focus,1,"Uncommon,Cleric,Transmutation",,,,Two Actions,"somatic,verbal",30 feet,1 living creature,None,None,Fortitude,FALSE,Huge amounts of food and drink fill the target. It receives a full meals worth of nourishment and must attempt a Fortitude save. A target sickened by this spell takes a -10-foot status penalty to its Speed until its no longer sickened.,The target is unaffected.,"The target is sickened 1, but if it spends an action to end the condition, it succeeds automatically.",The target is sickened 1.,The target is sickened 2.,,FALSE,FALSE,FALSE,,Core Rulebook pg. 394,http://2e.aonprd.com/Spells.aspx?ID=436
